2022-06-27T17:49:07.829Z,11.43069267
2022-06-27T17:49:07.839Z,11.43379021
2022-06-27T17:49:07.849Z,11.43379021
2022-06-27T17:49:07.859Z,11.43865776
2022-06-27T17:49:07.869Z,11.43865776
2022-06-27T17:49:07.879Z,11.43865776
2022-06-27T17:49:07.889Z,11.43865776
2022-06-27T17:49:07.899Z,11.44441032
2022-06-27T17:49:07.909Z,11.44441032
2022-06-27T17:49:07.919Z,11.44352531
2022-06-27T17:49:07.929Z,11.44352531
2022-06-27T17:49:07.939Z,11.4510479
2022-06-27T17:49:07.949Z,11.4510479
2022-06-27T17:49:07.959Z,11.4510479
2022-06-27T17:49:07.969Z,11.4510479
2022-06-27T17:49:07.979Z,11.45370388
2022-06-27T17:49:07.989Z,11.45370388
2022-06-27T17:49:07.999Z,11.45370388
2022-06-27T17:49:08.9Z,11.45370388
2022-06-27T17:49:08.19Z,11.45370388
2022-06-27T17:49:08.29Z,11.45370388
2022-06-27T17:49:08.39Z,11.45414639
2022-06-27T17:49:08.49Z,11.45414639
2022-06-27T17:49:08.59Z,11.4559164
2022-06-27T17:49:08.69Z,11.4559164
2022-06-27T17:49:08.79Z,11.4559164
2022-06-27T17:49:08.89Z,11.4559164
2022-06-27T17:49:08.99Z,11.4559164
2022-06-27T17:49:08.109Z,11.4559164
2022-06-27T17:49:08.119Z,11.4554739
2022-06-27T17:49:08.129Z,11.4554739
2022-06-27T17:49:08.139Z,11.46211147
2022-06-27T17:49:08.149Z,11.46211147
2022-06-27T17:49:08.159Z,11.45857143
2022-06-27T17:49:08.169Z,11.45857143
2022-06-27T17:49:08.179Z,11.45857143
2022-06-27T17:49:08.189Z,11.45857143
2022-06-27T17:49:08.199Z,11.45768642
2022-06-27T17:49:08.209Z,11.45768642
2022-06-27T17:49:08.219Z,11.45724392
2022-06-27T17:49:08.229Z,11.45724392
2022-06-27T17:49:08.239Z,11.45724392
2022-06-27T17:49:08.249Z,11.45724392
2022-06-27T17:49:08.259Z,11.45989895
2022-06-27T17:49:08.269Z,11.45989895
2022-06-27T17:49:08.279Z,11.45857143
